k_min_1,a_t,euler_AIO,euler_linear
1.4603236,1.0,2.5749207e-05,0.0005772114
1.4624901,1.0,2.8729439e-05,0.00059342384
1.4646565,1.0,3.170967e-05,0.0006095171
1.466823,1.0,3.4689903e-05,0.0006260276
1.4689895,1.0,3.7431717e-05,0.0006427169
1.4711559,1.0,4.017353e-05,0.0006595254
1.4733224,1.0,4.3034554e-05,0.0006765127
1.4754889,1.0,4.529953e-05,0.00069379807
1.4776553,1.0,4.7802925e-05,0.0007112026
1.4798218,1.0,5.018711e-05,0.0007289052
1.4819883,1.0,5.2332878e-05,0.0007465482
1.4841547,1.0,5.4717064e-05,0.0007644892
1.4863212,1.0,5.698204e-05,0.0007827282
1.4884877,1.0,5.90086e-05,0.00080114603
1.4906542,1.0,6.0915947e-05,0.0008197427
1.4928206,1.0,6.2823296e-05,0.0008382797
1.4949871,1.0,6.4492226e-05,0.0008573532
1.4971536,1.0,6.592274e-05,0.0008764863
1.49932,1.0,6.7830086e-05,0.0008957982
1.5014865,1.0,6.914139e-05,0.0009151697
1.503653,1.0,7.05719e-05,0.00093477964
1.5058194,1.0,7.164478e-05,0.0009546876
1.507986,1.0,7.2956085e-05,0.00097465515
1.5101525,1.0,7.379055e-05,0.0009947419
1.5123188,1.0,7.4744225e-05,0.0010151267
1.5144854,1.0,7.56979e-05,0.0010356903
1.5166519,1.0,7.6293945e-05,0.0010563731
1.5188184,1.0,7.688999e-05,0.001077354
1.5209848,1.0,7.724762e-05,0.0010983944
1.5231513,1.0,7.760525e-05,0.0011199117
1.5253178,1.0,7.8082085e-05,0.0011410713
1.5274842,1.0,7.8082085e-05,0.0011627078
1.5296507,1.0,7.8082085e-05,0.0011843443
1.5318172,1.0,7.7962875e-05,0.0012062788
1.5339836,1.0,7.760525e-05,0.0012283921
1.5361501,1.0,7.736683e-05,0.0012506247
1.5383166,1.0,7.70092e-05,0.0012730956
1.540483,1.0,7.6174736e-05,0.001295805
1.5426495,1.0,7.545948e-05,0.0013182759
1.544816,1.0,7.4744225e-05,0.0013412237
1.5469824,1.0,7.379055e-05,0.0013644099
1.5491489,1.0,7.247925e-05,0.0013877153
1.5513154,1.0,7.1287155e-05,0.0014109015
1.5534818,1.0,6.9618225e-05,0.0014343858
1.5556483,1.0,6.842613e-05,0.001458168
1.5578148,1.0,6.663799e-05,0.0014821887
1.5599813,1.0,6.484985e-05,0.0015060902
1.5621477,1.0,6.2823296e-05,0.0015303493
1.5643142,1.0,6.055832e-05,0.0015545487
1.5664808,1.0,5.8174133e-05,0.0015791655
1.5686471,1.0,5.6147575e-05,0.0016037822
1.5708137,1.0,5.364418e-05,0.0016283393
1.5729802,1.0,5.0783157e-05,0.001653552
1.5751466,1.0,4.8041344e-05,0.0016786456
1.5773131,1.0,4.4822693e-05,0.0017037988
1.5794796,1.0,4.172325e-05,0.0017293692
1.581646,1.0,3.862381e-05,0.0017547607
1.5838125,1.0,3.4928322e-05,0.0017804503
1.585979,1.0,3.1352043e-05,0.0018063188
1.5881455,1.0,2.7656555e-05,0.0018324852
1.5903119,1.0,2.3722649e-05,0.0018587112
1.5924784,1.0,1.9550323e-05,0.0018846989
1.5946449,1.0,1.5377998e-05,0.0019112229
1.5968113,1.0,1.1086464e-05,0.0019376874
1.5989778,1.0,6.3180923e-06,0.0019645095
1.6011443,1.0,1.7881393e-06,0.0019914508
1.6033107,1.0,3.33786e-06,0.0020184517
1.6054772,1.0,8.34465e-06,0.0020456314
1.6076437,1.0,1.3589859e-05,0.0020728111
1.6098101,1.0,1.8954277e-05,0.0021003485
1.6119766,1.0,2.4676323e-05,0.0021277666
1.6141431,1.0,3.015995e-05,0.0021555424
1.6163095,1.0,3.6120415e-05,0.0021834373
1.618476,1.0,4.2557716e-05,0.0022114515
1.6206425,1.0,4.851818e-05,0.0022394657
1.6228089,1.0,5.51939e-05,0.0022677183
1.6249754,1.0,6.16312e-05,0.0022961497
1.627142,1.0,6.854534e-05,0.0023246408
1.6293085,1.0,7.545948e-05,0.002353251
1.6314749,1.0,8.261204e-05,0.0023820996
1.6336414,1.0,8.9883804e-05,0.0024108887
1.6358079,1.0,9.763241e-05,0.0024398565
1.6379743,1.0,0.000105023384,0.0024690032
1.6401408,1.0,0.0001128912,0.0024983287
