k_min_1,a_t,euler_AIO,euler_linear,rep,std,P10,P25,P50,P75,P90
1.0920233,1.0,0.00058906677,0.0019052625,4.5,0.0002782889217646998,0.0002965390682220459,0.00046959519386291504,0.0005643367767333984,0.000669524073600769,0.0007723867893218992
1.0941898,1.0,0.00056741235,0.0018651485,4.5,0.0002777916149496243,0.00027616024017333983,0.00044801831245422363,0.0005419254302978516,0.0006478577852249146,0.000751596689224243
1.0963562,1.0,0.00054626464,0.0018254519,4.5,0.00027736323182221657,0.0002560973167419434,0.00042688846588134766,0.0005200207233428955,0.000626787543296814,0.0007311463356018064
1.0985227,1.0,0.0005255163,0.0017864704,4.5,0.0002769340586787858,0.00023639202117919922,0.0004061460494995117,0.0004984140396118164,0.0006062239408493042,0.0007113099098205565
1.1006892,1.0,0.0005052209,0.001747787,4.5,0.00027639842670228783,0.00021741986274719237,0.00038583576679229736,0.0004773736000061035,0.0005858391523361206,0.0006917893886566161
1.1028557,1.0,0.0004853666,0.00170964,4.5,0.0002758623240849196,0.0001987636089324951,0.0003661811351776123,0.00045683979988098145,0.0005660504102706909,0.0006726622581481932
1.1050221,1.0,0.00046583413,0.0016719699,4.5,0.0002754439206569985,0.00018026232719421388,0.0003466308116912842,0.00043651461601257324,0.0005465596914291382,0.0006540834903717039
1.1071886,1.0,0.0004468143,0.0016348958,4.5,0.0002748868827891622,0.0001625180244445801,0.00032782554626464844,0.00041675567626953125,0.0005275458097457886,0.0006357431411743162
1.1093551,1.0,0.00042808056,0.0015981793,4.5,0.0002743544757692602,0.00014506578445434571,0.000308990478515625,0.0003972947597503662,0.0005088299512863159,0.000618016719818115
1.1115215,1.0,0.00040980577,0.0015622973,4.5,0.00027389954339859313,0.00012798309326171874,0.00029090046882629395,0.0003781616687774658,0.0004906505346298218,0.0006004214286804198
1.113688,1.0,0.0003917873,0.0015266538,4.5,0.0002733261516736206,0.00011125802993774415,0.00027292966842651367,0.0003593266010284424,0.0004727095365524292,0.000583142042160034
1.1158545,1.0,0.0003745556,0.0014912486,4.5,0.0002728933233865758,9.523630142211914e-05,0.0002556145191192627,0.0003414154052734375,0.00045533478260040283,0.0005669891834259031
1.1180209,1.0,0.00035734178,0.0014568567,4.5,0.00027235467550086384,7.942914962768556e-05,0.0002383887767791748,0.0003234446048736572,0.00043830275535583496,0.0005505383014678953
1.1201874,1.0,0.00034092664,0.0014226437,4.5,0.00027138544202127664,6.428956985473634e-05,0.00022155046463012695,0.0003059804439544678,0.00042150914669036865,0.0005345702171325682
1.1223539,1.0,0.00032761096,0.0013889074,4.5,0.0002667606085201097,5.221366882324219e-05,0.0002047717571258545,0.0002888143062591553,0.00040511786937713623,0.0005188703536987303
1.1245203,1.0,0.00031472446,0.0013557076,4.5,0.0002624961679844403,4.062652587890625e-05,0.00018861889839172363,0.0002720057964324951,0.0003893524408340454,0.0005038976669311521
1.1266868,1.0,0.00030207634,0.0013230443,4.5,0.0002586669569454036,4.466772079467774e-05,0.0001726597547531128,0.0002557337284088135,0.00037373602390289307,0.0004893481731414794
1.1288533,1.0,0.00028981565,0.001290679,4.5,0.0002551061512992766,5.6076049804687504e-05,0.00015741586685180664,0.00023978948593139648,0.0003586709499359131,0.0004749238491058348
1.1310198,1.0,0.0002776861,0.0012589097,4.5,0.0002520548349869966,6.717443466186523e-05,0.00014203786849975586,0.00022399425506591797,0.00034376978874206543,0.0004608869552612303
1.1331862,1.0,0.00026860237,0.0012275577,4.5,0.0002461325774039327,8.03828239440918e-05,0.00012731552124023438,0.00020900368690490723,0.00032939016819000244,0.00044739246368408187
1.1353527,1.0,0.0002597332,0.001196742,4.5,0.00024068589306731756,9.39011573791504e-05,0.00011295080184936523,0.00019422173500061035,0.00031526386737823486,0.00043404102325439437
1.1375192,1.0,0.0002510071,0.0011662841,4.5,0.00023595882145460123,9.145736694335938e-05,0.00010648369789123535,0.00017967820167541504,0.00030143558979034424,0.0004213333129882811
1.1396856,1.0,0.00024248361,0.0011364222,4.5,0.00023166553096639781,8.00013542175293e-05,9.897351264953613e-05,0.00016710162162780762,0.0002882927656173706,0.0004085779190063475
1.1418521,1.0,0.00023430586,0.0011069179,4.5,0.00022796131273521183,6.927251815795899e-05,8.603930473327637e-05,0.00016608834266662598,0.0002753734588623047,0.00039653182029724104
1.1440187,1.0,0.00022616386,0.0010778904,4.5,0.0002248203540772347,6.480216979980469e-05,7.888674736022949e-05,0.00016501545906066895,0.0002625584602355957,0.0003847301006317137
1.146185,1.0,0.00021825432,0.0010492802,4.5,0.00022216499880116353,5.255937576293945e-05,8.377432823181152e-05,0.00016385316848754883,0.00025025010108947754,0.00037307143211364727
1.1483516,1.0,0.00021067858,0.0010210276,4.5,0.00021989624216480657,4.0924549102783204e-05,7.712841033935547e-05,0.00016301870346069336,0.00023820996284484863,0.0003620743751525877
1.1505181,1.0,0.00020320415,0.0009934306,4.5,0.00021815606115390155,2.9420852661132814e-05,7.069110870361328e-05,0.0001602470874786377,0.00022755563259124756,0.00035122632980346666
1.1526845,1.0,0.0001958847,0.0009661913,4.5,0.00021679238782030627,1.8048286437988282e-05,6.446242332458496e-05,0.00014829635620117188,0.00022132694721221924,0.00034067034721374495
1.154851,1.0,0.00018966795,0.0009394288,4.5,0.00021509009310272624,8.0108642578125e-06,5.6236982345581055e-05,0.00014084577560424805,0.00021602213382720947,0.00033062696456909163
1.1570175,1.0,0.00018526912,0.00091326237,4.5,0.0002121191722637701,1.3589859008789062e-05,4.464387893676758e-05,0.00013977289199829102,0.00021238625049591064,0.0003208398818969725
1.1591839,1.0,0.00018281341,0.0008870959,4.5,0.00020806053380543967,1.398324966430664e-05,4.240870475769043e-05,0.00013875961303710938,0.00021667778491973877,0.00031143426895141585
1.1613504,1.0,0.00018029213,0.00086164474,4.5,0.00020445554672168768,1.9919872283935546e-05,4.7534704208374023e-05,0.00013780593872070312,0.00022073090076446533,0.0003023326396942137
1.1635169,1.0,0.00017918348,0.0008366108,4.5,0.00020023664637356878,2.8514862060546877e-05,5.245208740234375e-05,0.00013691186904907227,0.00022502243518829346,0.0002933919429779051
1.1656833,1.0,0.00017886757,0.00081187487,4.5,0.00019573389405692598,3.796815872192383e-05,5.7190656661987305e-05,0.0001360774040222168,0.00022293627262115479,0.0002923488616943358
1.1678498,1.0,0.00017845034,0.0007878542,4.5,0.00019185831927455237,4.662275314331055e-05,5.358457565307617e-05,0.00012862682342529297,0.00021792948246002197,0.0002983927726745604
1.1700163,1.0,0.00017806291,0.0007637739,4.5,0.0001884426130318746,3.896951675415039e-05,6.198883056640625e-05,0.0001195073127746582,0.0002140253782272339,0.00030434727668762193
1.1721828,1.0,0.00017772913,0.0007404685,4.5,0.00018549186948474218,4.222393035888672e-05,6.884336471557617e-05,0.00011438131332397461,0.00021027028560638428,0.00031000971794128404
1.1743492,1.0,0.00017732382,0.0007175803,4.5,0.00018296117762565007,4.891157150268555e-05,6.982684135437012e-05,0.00011485815048217773,0.00020663440227508545,0.00031556487083435043
1.1765157,1.0,0.00017690659,0.00069499016,4.5,0.00018088739759234343,5.542039871215821e-05,6.562471389770508e-05,0.00011497735977172852,0.000203058123588562,0.00032073855400085435
1.1786822,1.0,0.00017654896,0.00067281723,4.5,0.00017934295098120392,4.745721817016602e-05,7.319450378417969e-05,0.00011533498764038086,0.00020523369312286377,0.0003255546092987059
1.1808486,1.0,0.00017742514,0.00065129995,4.5,0.0001766681136005579,4.085302352905273e-05,8.082389831542969e-05,0.0001157522201538086,0.0002081543207168579,0.0003304481506347655
1.1830151,1.0,0.00017856955,0.0006298423,4.5,0.0001738727242697274,3.489255905151368e-05,8.818507194519043e-05,0.00011587142944335938,0.00021047890186309814,0.00033484697341918936
1.1851816,1.0,0.00017980933,0.00060892105,4.5,0.00017146944491429268,2.925395965576172e-05,9.292364120483398e-05,0.00012034177780151367,0.00021313130855560303,0.0003391861915588378
1.187348,1.0,0.0001809299,0.00058853626,4.5,0.00016930713366825908,2.911090850830078e-05,9.506940841674805e-05,0.00012695789337158203,0.00021545588970184326,0.0003432035446166991
1.1895145,1.0,0.00018206835,0.0005684495,4.5,0.00016740717900494583,3.533363342285156e-05,9.211897850036621e-05,0.00013333559036254883,0.00021773576736450195,0.0003472447395324706
1.191681,1.0,0.00018305778,0.00054877996,4.5,0.00016585792753018677,4.111528396606446e-05,8.943676948547363e-05,0.0001392364501953125,0.00021979212760925293,0.0003507971763610839
1.1938474,1.0,0.00018405318,0.00052934885,4.5,0.00016448521226331646,4.662275314331055e-05,8.687376976013184e-05,0.00014495849609375,0.00022172927856445312,0.0003540456295013427
1.1960139,1.0,0.00018537641,0.0005104542,4.5,0.00016289931472948806,5.245208740234375e-05,8.422136306762695e-05,0.0001462697982788086,0.0002257823944091797,0.0003573238849639892
1.1981804,1.0,0.00018735528,0.00049197674,4.5,0.0001605419189830103,5.8710575103759766e-05,8.186697959899902e-05,0.00014656782150268555,0.00022977590560913086,0.00036041140556335443
1.200347,1.0,0.00018923878,0.00047373772,4.5,0.0001583031402162596,5.677938461303711e-05,8.618831634521484e-05,0.00014716386795043945,0.00023365020751953125,0.0003630697727203368
1.2025133,1.0,0.00019105077,0.00045603514,4.5,0.00015642585168365654,5.341768264770508e-05,9.173154830932617e-05,0.0001474618911743164,0.00023728609085083008,0.0003657042980194091
1.2046798,1.0,0.00019276739,0.00043863058,4.5,0.00015448886282430283,5.0187110900878906e-05,9.670853614807129e-05,0.00014889240264892578,0.00024047493934631348,0.00036819577217102046
1.2068464,1.0,0.0001942575,0.00042158365,4.5,0.00015286995634791273,4.675388336181641e-05,9.995698928833008e-05,0.00015294551849365234,0.0002435743808746338,0.00037019848823547356
1.2090127,1.0,0.00019573569,0.00040513277,4.5,0.00015124071088917852,4.3892860412597655e-05,0.00010314583778381348,0.00015687942504882812,0.00024637579917907715,0.00037199854850769034
1.2111793,1.0,0.00019711853,0.0003888011,4.5,0.00014989199298318548,4.096031188964844e-05,0.0001062154769897461,0.00016063451766967773,0.00024902820587158203,0.0003739416599273681
1.2133458,1.0,0.0001983881,0.00037300587,4.5,0.00014854525385753494,4.0078163146972655e-05,0.00010913610458374023,0.0001639723777770996,0.00025138258934020996,0.00037536621093749997
1.2155122,1.0,0.00019963979,0.00035762787,4.5,0.00014731904013438134,4.2879581451416014e-05,0.00011202692985534668,0.00016742944717407227,0.0002535879611968994,0.000376904010772705
1.2176787,1.0,0.00020070076,0.0003424883,4.5,0.00014623776273905504,4.5800209045410155e-05,0.00011467933654785156,0.00017023086547851562,0.0002554357051849365,0.0003780722618103027
1.2198452,1.0,0.00020177364,0.00032782555,4.5,0.00014515867610179122,4.8553943634033204e-05,0.00011733174324035645,0.0001729726791381836,0.00025716423988342285,0.00037924051284790036
1.2220116,1.0,0.00020263196,0.00031340122,4.5,0.00014412928205224896,5.0973892211914065e-05,0.00011971592903137207,0.00017565488815307617,0.00025853514671325684,0.0003799796104431152
1.2241781,1.0,0.00020346642,0.00029945374,4.5,0.00014325262160452842,5.3322315216064454e-05,0.00012183189392089844,0.00017791986465454102,0.00025966763496398926,0.0003808856010437011
1.2263446,1.0,0.00020426512,0.00028592348,4.5,0.000142272781451315,5.549192428588867e-05,0.00012195110321044922,0.00018030405044555664,0.000260770320892334,0.00038124322891235345
1.228511,1.0,0.00020489693,0.00027245283,4.5,0.00014134917579841516,5.768537521362305e-05,0.00012218952178955078,0.00018197298049926758,0.000261455774307251,0.00038152933120727534
1.2306775,1.0,0.00020544529,0.00025969744,4.5,0.000140569194036783,5.933046340942383e-05,0.00012242794036865234,0.00018364191055297852,0.0002620816230773926,0.0003817319869995117
1.232844,1.0,0.00020588636,0.00024718046,4.5,0.00013975152052478576,6.088018417358398e-05,0.00012287497520446777,0.00018519163131713867,0.0002624988555908203,0.0003816127777099609
1.2350104,1.0,0.0002063632,0.0002349019,4.5,0.00013884928063486468,6.262063980102539e-05,0.00012344121932983398,0.00018650293350219727,0.0002626478672027588,0.0003814220428466796
1.2371769,1.0,0.00020673274,0.00022298098,4.5,0.0001380258695857265,6.412267684936525e-05,0.00012388825416564941,0.00018769502639770508,0.00026279687881469727,0.0003811240196228027
1.2393434,1.0,0.00020689964,0.00021153688,4.5,0.00013732072170321972,6.519556045532228e-05,0.00012451410293579102,0.00018841028213500977,0.0002624392509460449,0.000380563735961914
1.2415099,1.0,0.00020705462,0.00020033121,4.5,0.0001364626001236159,6.623268127441407e-05,0.0001252591609954834,0.00018918514251708984,0.0002618730068206787,0.0003798842430114746
1.2436763,1.0,0.00020723343,0.00018972158,4.5,0.0001356256357595374,6.726980209350585e-05,0.00012624263763427734,0.00018972158432006836,0.00026154518127441406,0.0003791093826293945
1.2458428,1.0,0.00020726919,0.00017923117,4.5,0.00013488538048546175,6.798505783081054e-05,0.0001270771026611328,0.00019025802612304688,0.0002605915069580078,0.00037837028503417963
1.2480093,1.0,0.00020725727,0.00016927719,4.5,0.00013406685367777592,6.870031356811523e-05,0.00012832880020141602,0.00019031763076782227,0.00025981664657592773,0.000377202033996582
1.2501757,1.0,0.00020709037,0.00015950203,4.5,0.0001332659955527564,6.914138793945312e-05,0.00012922286987304688,0.00019037723541259766,0.000258713960647583,0.0003760457038879394
1.2523422,1.0,0.00020692349,0.0001500845,4.5,0.00013247636804329525,6.937980651855469e-05,0.000130385160446167,0.00019031763076782227,0.0002574026584625244,0.0003748059272766113
1.2545087,1.0,0.00020669699,0.00014102459,4.5,0.00013168302066396024,6.983280181884765e-05,0.0001316070556640625,0.00018996000289916992,0.00025603175163269043,0.00037337541580200194
1.2566751,1.0,0.00020634531,0.00013232231,4.5,0.0001308197335311572,6.979703903198242e-05,0.00013324618339538574,0.00018936395645141602,0.0002541840076446533,0.0003715455532073974
1.2588416,1.0,0.00020594001,0.00012385845,4.5,0.00013003067261010265,6.984472274780275e-05,0.00013452768325805664,0.0001887679100036621,0.000252455472946167,0.0003699123859405517
1.2610081,1.0,0.00020541549,0.00011575222,4.5,0.00012917749263543205,6.972551345825196e-05,0.0001361370086669922,0.00018775463104248047,0.00025019049644470215,0.00036799311637878416
1.2631745,1.0,0.00020498634,0.000108003616,4.5,0.00012839836147352424,6.939172744750977e-05,0.00013774633407592773,0.000186920166015625,0.0002484917640686035,0.00036597847938537594
1.265341,1.0,0.00020436644,0.00010049343,4.5,0.00012757994549723523,6.906986236572267e-05,0.0001392662525177002,0.00018578767776489258,0.0002461373805999756,0.000363856554031372
1.2675076,1.0,0.00020368696,9.357929e-05,4.5,0.00012671902637062426,6.858110427856445e-05,0.000141143798828125,0.0001843571662902832,0.0002435147762298584,0.00036165118217468256
1.2696741,1.0,0.00020306706,8.666515e-05,4.5,0.00012597399785603614,6.80685043334961e-05,0.0001430809497833252,0.00018298625946044922,0.00024110078811645508,0.00035926699638366694
1.2718405,1.0,0.00020230413,8.022785e-05,4.5,0.00012520425831202614,6.725788116455079e-05,0.00014480948448181152,0.00018161535263061523,0.00023826956748962402,0.00035676360130310053
1.274007,1.0,0.00020142198,7.426739e-05,4.5,0.0001244138165150895,6.656646728515626e-05,0.00014665722846984863,0.00017964839935302734,0.00023561716079711914,0.00035404562950134275
1.2761735,1.0,0.00020062327,6.830692e-05,4.5,0.00012369825661553356,6.557703018188477e-05,0.00014889240264892578,0.00017786026000976562,0.0002326667308807373,0.00035147070884704583
1.2783399,1.0,0.00019965768,6.2823296e-05,4.5,0.00012298863495702436,6.469488143920899e-05,0.0001507103443145752,0.00017601251602172852,0.00022938847541809082,0.0003485739231109619
1.2805064,1.0,0.00019869208,5.7697296e-05,4.5,0.0001223812668001125,6.330013275146484e-05,0.00015145540237426758,0.00017386674880981445,0.00022664666175842285,0.00034570097923278806
1.2826729,1.0,0.00019764304,5.2928925e-05,4.5,0.00012171631848853018,6.22391700744629e-05,0.00015160441398620605,0.00017154216766357422,0.00022432208061218262,0.0003427088260650634
1.2848393,1.0,0.00019658208,4.839897e-05,4.5,0.00012121995853485207,6.088018417358399e-05,0.00015166401863098145,0.0001690983772277832,0.00022172927856445312,0.0003396689891815185
1.2870058,1.0,0.00019542575,4.4107437e-05,4.5,0.00012071218458928242,5.94019889831543e-05,0.00015094876289367676,0.00016802549362182617,0.00021922588348388672,0.00033648610115051265
1.2891723,1.0,0.0001942575,4.017353e-05,4.5,0.00012022524105431817,5.817413330078125e-05,0.00014907121658325195,0.0001685619354248047,0.00021666288375854492,0.0003331124782562255
1.2913387,1.0,0.00019301772,3.671646e-05,4.5,0.00011989546376044143,5.642175674438477e-05,0.00014719367027282715,0.00016933679580688477,0.00021374225616455078,0.0003297626972198486
1.2935052,1.0,0.0001917243,3.33786e-05,4.5,0.00011962650457516284,5.463361740112305e-05,0.00014537572860717773,0.00016996264457702637,0.0002110004425048828,0.00032618641853332514
1.2956717,1.0,0.00019043684,3.027916e-05,4.5,0.000119486017369825,5.277395248413086e-05,0.00014328956604003906,0.00017061829566955566,0.00020825862884521484,0.00032274127006530755
1.2978381,1.0,0.00018895864,2.7537346e-05,4.5,0.00011937500376375741,5.110502243041992e-05,0.0001410841941833496,0.0001710951328277588,0.00020501017570495605,0.00031886696815490716
1.3000046,1.0,0.00018764139,2.5391579e-05,4.5,0.00011932764684615593,5.366802215576172e-05,0.00013884902000427246,0.0001717209815979004,0.0002018660306930542,0.0003153204917907714
1.3021711,1.0,0.00018610359,2.3126602e-05,4.5,0.00011946483894064499,5.620718002319336e-05,0.00013619661331176758,0.00016760826110839844,0.00020085275173187256,0.00031126737594604486
1.3043375,1.0,0.00018466116,2.1338463e-05,4.5,0.00011963920573406406,5.894899368286133e-05,0.00013399124145507812,0.00016361474990844727,0.00019977986812591553,0.0003075242042541503
1.306504,1.0,0.00018314719,1.9907951e-05,4.5,0.00011998032542970918,6.157159805297852e-05,0.00013116002082824707,0.0001595616340637207,0.0001993924379348755,0.0003036856651306152
1.3086705,1.0,0.00018162132,1.8715858e-05,4.5,0.00012040897032435651,6.471872329711914e-05,0.0001277327537536621,0.00015538930892944336,0.00020195543766021729,0.00029954910278320304
1.310837,1.0,0.00018008352,1.7642975e-05,4.5,0.00012094442901820197,6.765127182006836e-05,0.00012439489364624023,0.00015109777450561523,0.00020463764667510986,0.0002955079078674316
1.3130034,1.0,0.00017839074,1.7046928e-05,4.5,0.00012175393986133342,7.045269012451172e-05,0.00012060999870300293,0.00014662742614746094,0.0002075284719467163,0.00029128789901733393
1.3151699,1.0,0.00017670989,1.680851e-05,4.5,0.00012255468069785727,7.346868515014648e-05,0.0001169443130493164,0.00014215707778930664,0.0002100914716720581,0.00028704404830932613
1.3173364,1.0,0.00017495752,1.680851e-05,4.5,0.00012352136186512586,7.658004760742189e-05,0.00011307001113891602,0.00013762712478637695,0.00021283328533172607,0.0002827048301696777
1.3195028,1.0,0.00017322898,1.692772e-05,4.5,0.0001246500898083351,7.958412170410157e-05,0.00010916590690612793,0.00013303756713867188,0.00021569430828094482,0.0002783775329589843
1.3216693,1.0,0.00017148853,1.7404556e-05,4.5,0.00012588913777741484,8.291006088256836e-05,0.00010529160499572754,0.00012826919555664062,0.0002184659242630005,0.00027406215667724604
1.3238358,1.0,0.00016974806,1.835823e-05,4.5,0.0001272554139177716,8.611679077148437e-05,0.00010135769844055176,0.00012367963790893555,0.00022135674953460693,0.000269639492034912
1.3260022,1.0,0.00016780496,1.9431114e-05,4.5,0.00012887301644192475,8.542537689208985e-05,0.00010055303573608398,0.00011855363845825195,0.0002231001853942871,0.0002662599086761474
1.3281687,1.0,0.00016598105,2.0623207e-05,4.5,0.0001304250842990236,8.122920989990234e-05,0.00010278820991516113,0.00011372566223144531,0.00021836161613464355,0.0002708375453948974
