k_min_1,a_t,euler_AIO,euler_linear,rep
0.99236554,1.0,0.0021901727,0.0043689013,3.0
0.994532,1.0,0.0021463037,0.004301071,3.0
0.9966985,1.0,0.002102971,0.0042341948,3.0
0.99886495,1.0,0.002059877,0.004167974,3.0
1.0010314,1.0,0.0020178556,0.0041024685,3.0
1.0031979,1.0,0.001975894,0.00403744,3.0
1.0053644,1.0,0.0019349456,0.003973007,3.0
1.0075308,1.0,0.001894474,0.0039096475,3.0
1.0096973,1.0,0.0018544197,0.003846705,3.0
1.0118638,1.0,0.001815021,0.0037843585,3.0
1.0140302,1.0,0.001776278,0.0037227273,3.0
1.0161967,1.0,0.0017377734,0.0036617517,3.0
1.0183632,1.0,0.0016997457,0.0036014318,3.0
1.0205296,1.0,0.0016628504,0.0035416484,3.0
1.0226961,1.0,0.0016258955,0.0034825802,3.0
1.0248626,1.0,0.0015898943,0.0034242272,3.0
1.027029,1.0,0.0015541911,0.0033662915,3.0
1.0291955,1.0,0.001519382,0.0033091307,3.0
1.031362,1.0,0.0014846921,0.0032525063,3.0
1.0335286,1.0,0.0014508367,0.0031967163,3.0
1.035695,1.0,0.0014169216,0.003141284,3.0
1.0378615,1.0,0.0013840199,0.003086567,3.0
1.040028,1.0,0.0013516545,0.0030323863,3.0
1.0421944,1.0,0.0013198256,0.0029787421,3.0
1.0443609,1.0,0.001288414,0.002925992,3.0
1.0465274,1.0,0.00125736,0.0028735995,3.0
1.0486938,1.0,0.0012269616,0.002821803,3.0
1.0508603,1.0,0.0011970997,0.002770722,3.0
1.0530268,1.0,0.0011675954,0.0027199984,3.0
1.0551932,1.0,0.0011386871,0.0026700497,3.0
1.0573597,1.0,0.0011102557,0.002620697,3.0
1.0595262,1.0,0.0010826588,0.0025718808,3.0
1.0616927,1.0,0.0010549426,0.0025234818,3.0
1.0638591,1.0,0.0010281801,0.0024757981,3.0
1.0660256,1.0,0.0010015368,0.0024287105,3.0
1.0681921,1.0,0.0009756088,0.0023820996,3.0
1.0703585,1.0,0.0009499192,0.002335906,3.0
1.072525,1.0,0.0009250641,0.0022904873,3.0
1.0746915,1.0,0.00090038776,0.002245605,3.0
1.0768579,1.0,0.0008762479,0.00220114,3.0
1.0790244,1.0,0.00085258484,0.0021573305,3.0
1.081191,1.0,0.0008292198,0.002113998,3.0
1.0833573,1.0,0.00080651045,0.0020711422,3.0
1.0855238,1.0,0.0007841587,0.0020288825,3.0
1.0876904,1.0,0.0007623434,0.0019872189,3.0
1.0898567,1.0,0.00074094534,0.0019459724,3.0
1.0920233,1.0,0.0007199645,0.0019052625,3.0
1.0941898,1.0,0.0006994009,0.0018651485,3.0
1.0963562,1.0,0.0006791353,0.0018254519,3.0
1.0985227,1.0,0.0006595254,0.0017864704,3.0
1.1006892,1.0,0.0006402135,0.001747787,3.0
1.1028557,1.0,0.0006213188,0.00170964,3.0
1.1050221,1.0,0.0006029606,0.0016719699,3.0
1.1071886,1.0,0.0005848408,0.0016348958,3.0
1.1093551,1.0,0.0005673766,0.0015981793,3.0
1.1115215,1.0,0.00054997206,0.0015622973,3.0
1.113688,1.0,0.0005329251,0.0015266538,3.0
1.1158545,1.0,0.0005170107,0.0014912486,3.0
1.1180209,1.0,0.0005007982,0.0014568567,3.0
1.1201874,1.0,0.0004850626,0.0014226437,3.0
1.1223539,1.0,0.0004695654,0.0013889074,3.0
1.1245203,1.0,0.00045484304,0.0013557076,3.0
1.1266868,1.0,0.00044053793,0.0013230443,3.0
1.1288533,1.0,0.00042635202,0.001290679,3.0
1.1310198,1.0,0.00041252375,0.0012589097,3.0
1.1331862,1.0,0.00039929152,0.0012275577,3.0
1.1353527,1.0,0.0003861785,0.001196742,3.0
1.1375192,1.0,0.00037372112,0.0011662841,3.0
1.1396856,1.0,0.00036120415,0.0011364222,3.0
1.1418521,1.0,0.00034940243,0.0011069179,3.0
1.1440187,1.0,0.00033783913,0.0010778904,3.0
1.146185,1.0,0.00032639503,0.0010492802,3.0
1.1483516,1.0,0.0003156662,0.0010210276,3.0
1.1505181,1.0,0.00030505657,0.0009934306,3.0
1.1526845,1.0,0.00029474497,0.0009661913,3.0
1.154851,1.0,0.0002849698,0.0009394288,3.0
1.1570175,1.0,0.00027543306,0.00091326237,3.0
1.1591839,1.0,0.00026625395,0.0008870959,3.0
1.1613504,1.0,0.00025743246,0.00086164474,3.0
1.1635169,1.0,0.00024873018,0.0008366108,3.0
1.1656833,1.0,0.00024038553,0.00081187487,3.0
1.1678498,1.0,0.00023239851,0.0007878542,3.0
1.1700163,1.0,0.00022476912,0.0007637739,3.0
1.1721828,1.0,0.00021737814,0.0007404685,3.0
1.1743492,1.0,0.00021034479,0.0007175803,3.0
1.1765157,1.0,0.00020343065,0.00069499016,3.0
1.1786822,1.0,0.00019723177,0.00067281723,3.0
1.1808486,1.0,0.00019103289,0.00065129995,3.0
1.1830151,1.0,0.00018495321,0.0006298423,3.0
1.1851816,1.0,0.00017946959,0.00060892105,3.0
1.187348,1.0,0.00017410517,0.00058853626,3.0
1.1895145,1.0,0.00016891956,0.0005684495,3.0
1.191681,1.0,0.00016391277,0.00054877996,3.0
1.1938474,1.0,0.00015985966,0.00052934885,3.0
1.1960139,1.0,0.0001553297,0.0005104542,3.0
1.1981804,1.0,0.00015127659,0.00049197674,3.0
1.200347,1.0,0.0001475811,0.00047373772,3.0
1.2025133,1.0,0.00014400482,0.00045603514,3.0
1.2046798,1.0,0.00014078617,0.00043863058,3.0
1.2068464,1.0,0.00013768673,0.00042158365,3.0
1.2090127,1.0,0.00013506413,0.00040513277,3.0
1.2111793,1.0,0.00013232231,0.0003888011,3.0
1.2133458,1.0,0.00013005733,0.00037300587,3.0
1.2155122,1.0,0.00012803078,0.00035762787,3.0
1.2176787,1.0,0.00012612343,0.0003424883,3.0
1.2198452,1.0,0.00012457371,0.00032782555,3.0
1.2220116,1.0,0.00012302399,0.00031340122,3.0
1.2241781,1.0,0.000121712685,0.00029945374,3.0
1.2263446,1.0,0.00012075901,0.00028592348,3.0
1.228511,1.0,0.000120043755,0.00027245283,3.0
1.2306775,1.0,0.0001193285,0.00025969744,3.0
1.232844,1.0,0.00011909008,0.00024718046,3.0
1.2350104,1.0,0.00011897087,0.0002349019,3.0
1.2371769,1.0,0.00011873245,0.00022298098,3.0
1.2393434,1.0,0.00011885166,0.00021153688,3.0
1.2415099,1.0,0.00011920929,0.00020033121,3.0
1.2436763,1.0,0.000119924545,0.00018972158,3.0
1.2458428,1.0,0.00012052059,0.00017923117,3.0
1.2480093,1.0,0.000121593475,0.00016927719,3.0
1.2501757,1.0,0.00012242794,0.00015950203,3.0
1.2523422,1.0,0.00012362003,0.0001500845,3.0
1.2545087,1.0,0.00012493134,0.00014102459,3.0
1.2566751,1.0,0.00012683868,0.00013232231,3.0
1.2588416,1.0,0.0001283884,0.00012385845,3.0
1.2610081,1.0,0.00013041496,0.00011575222,3.0
1.2631745,1.0,0.00013244152,0.000108003616,3.0
1.265341,1.0,0.00013446808,0.00010049343,3.0
1.2675076,1.0,0.00013697147,9.357929e-05,3.0
1.2696741,1.0,0.00013959408,8.666515e-05,3.0
1.2718405,1.0,0.00014197826,8.022785e-05,3.0
1.274007,1.0,0.00014460087,7.426739e-05,3.0
1.2761735,1.0,0.00014770031,6.830692e-05,3.0
1.2783399,1.0,0.00015044212,6.2823296e-05,3.0
1.2805064,1.0,0.00015377998,5.7697296e-05,3.0
1.2826729,1.0,0.00015687943,5.2928925e-05,3.0
1.2848393,1.0,0.0001603365,4.839897e-05,3.0
1.2870058,1.0,0.00016367435,4.4107437e-05,3.0
1.2891723,1.0,0.00016725063,4.017353e-05,3.0
1.2913387,1.0,0.00017130375,3.671646e-05,3.0
1.2935052,1.0,0.00017493963,3.33786e-05,3.0
1.2956717,1.0,0.00017887354,3.027916e-05,3.0
1.2978381,1.0,0.00018292665,2.7537346e-05,3.0
1.3000046,1.0,0.00018697977,2.5391579e-05,3.0
1.3021711,1.0,0.00019150972,2.3126602e-05,3.0
1.3043375,1.0,0.00019544363,2.1338463e-05,3.0
1.306504,1.0,0.00019973516,1.9907951e-05,3.0
1.3086705,1.0,0.00020414591,1.8715858e-05,3.0
1.310837,1.0,0.00020867586,1.7642975e-05,3.0
1.3130034,1.0,0.00021368265,1.7046928e-05,3.0
1.3151699,1.0,0.0002180934,1.680851e-05,3.0
1.3173364,1.0,0.00022298098,1.680851e-05,3.0
1.3195028,1.0,0.00022786856,1.692772e-05,3.0
1.3216693,1.0,0.00023275614,1.7404556e-05,3.0
1.3238358,1.0,0.00023776293,1.835823e-05,3.0
1.3260022,1.0,0.00024288893,1.9431114e-05,3.0
1.3281687,1.0,0.0002477765,2.0623207e-05,3.0
1.3303353,1.0,0.00025314093,2.2411346e-05,3.0
1.3325016,1.0,0.00025838614,2.4318695e-05,3.0
1.3346682,1.0,0.00026351213,2.6464462e-05,3.0
1.3368347,1.0,0.00026875734,2.8967857e-05,3.0
1.339001,1.0,0.00027412176,3.159046e-05,3.0
1.3411676,1.0,0.00027936697,3.4689903e-05,3.0
1.3433341,1.0,0.0002849698,3.8027763e-05,3.0
1.3455005,1.0,0.00029045343,4.1604042e-05,3.0
1.347667,1.0,0.00029581785,4.541874e-05,3.0
1.3498335,1.0,0.00030136108,4.9471855e-05,3.0
1.352,1.0,0.00030696392,5.376339e-05,3.0
1.3541664,1.0,0.00031244755,5.8293343e-05,3.0
1.3563329,1.0,0.00031805038,6.330013e-05,3.0
1.3584994,1.0,0.00032377243,6.842613e-05,3.0
1.3606658,1.0,0.00032925606,7.390976e-05,3.0
1.3628323,1.0,0.0003348589,7.939339e-05,3.0
1.3649988,1.0,0.00034046173,8.535385e-05,3.0
1.3671652,1.0,0.00034618378,9.1433525e-05,3.0
1.3693317,1.0,0.00035202503,9.775162e-05,3.0
1.3714982,1.0,0.0003578663,0.00010454655,3.0
1.3736646,1.0,0.00036346912,0.000111460686,3.0
1.3758311,1.0,0.00036907196,0.00011861324,3.0
1.3779976,1.0,0.000374794,0.00012588501,3.0
1.3801641,1.0,0.00038051605,0.0001335144,3.0
1.3823305,1.0,0.0003861785,0.00014150143,3.0
1.384497,1.0,0.00039178133,0.00014948845,3.0
1.3866636,1.0,0.00039750338,0.00015795231,3.0
1.38883,1.0,0.000402987,0.00016653538,3.0
1.3909965,1.0,0.00040870905,0.00017541647,3.0
1.393163,1.0,0.0004145503,0.00018447638,3.0
1.3953294,1.0,0.00042003393,0.00019389391,3.0
1.3974959,1.0,0.00042563677,0.00020331144,3.0
1.3996624,1.0,0.0004312396,0.0002130866,3.0
1.4018288,1.0,0.00043672323,0.0002232194,3.0
1.4039953,1.0,0.00044208765,0.0002334714,3.0
1.4061618,1.0,0.00044757128,0.00024396181,3.0
1.4083282,1.0,0.0004531741,0.00025469065,3.0
1.4104947,1.0,0.0004582405,0.0002655387,3.0
1.4126612,1.0,0.00046360493,0.00027686357,3.0
1.4148276,1.0,0.00046885014,0.00028818846,3.0
1.4169941,1.0,0.00047421455,0.00029981136,3.0
1.4191606,1.0,0.00047922134,0.00031161308,3.0
1.4213271,1.0,0.00048470497,0.00032365322,3.0
1.4234935,1.0,0.00048959255,0.00033593178,3.0
1.42566,1.0,0.00049459934,0.00034856796,3.0
1.4278265,1.0,0.00049984455,0.00036108494,3.0
1.4299929,1.0,0.0005046129,0.00037419796,3.0
1.4321594,1.0,0.0005095005,0.00038725138,3.0
1.4343259,1.0,0.0005146265,0.0004004836,3.0
1.4364923,1.0,0.00051921606,0.0004143119,3.0
1.4386588,1.0,0.00052398443,0.00042802095,3.0
1.4408253,1.0,0.0005286336,0.00044208765,3.0
1.4429917,1.0,0.0005329251,0.00045615435,3.0
1.4451582,1.0,0.0005375743,0.00047063828,3.0
1.4473248,1.0,0.00054198503,0.00048530102,3.0
1.4494913,1.0,0.000546515,0.0005002022,3.0
1.4516577,1.0,0.0005508065,0.00051522255,3.0
1.4538242,1.0,0.00055485964,0.0005303025,3.0
1.4559907,1.0,0.00055891275,0.00054579973,3.0
1.4581571,1.0,0.0005632043,0.00056153536,3.0
1.4603236,1.0,0.000567019,0.0005772114,3.0
1.4624901,1.0,0.0005708337,0.00059342384,3.0
1.4646565,1.0,0.0005745888,0.0006095171,3.0
1.466823,1.0,0.0005784035,0.0006260276,3.0
1.4689895,1.0,0.00058221817,0.0006427169,3.0
1.4711559,1.0,0.00058567524,0.0006595254,3.0
1.4733224,1.0,0.0005891323,0.0006765127,3.0
1.4754889,1.0,0.0005925894,0.00069379807,3.0
1.4776553,1.0,0.0005956888,0.0007112026,3.0
1.4798218,1.0,0.00059890747,0.0007289052,3.0
1.4819883,1.0,0.0006020069,0.0007465482,3.0
1.4841547,1.0,0.00060498714,0.0007644892,3.0
1.4863212,1.0,0.0006079674,0.0007827282,3.0
1.4884877,1.0,0.00061059,0.00080114603,3.0
1.4906542,1.0,0.0006130934,0.0008197427,3.0
1.4928206,1.0,0.000615716,0.0008382797,3.0
1.4949871,1.0,0.00061798096,0.0008573532,3.0
1.4971536,1.0,0.00062036514,0.0008764863,3.0
1.49932,1.0,0.0006225705,0.0008957982,3.0
1.5014865,1.0,0.0006247163,0.0009151697,3.0
1.503653,1.0,0.0006265044,0.00093477964,3.0
1.5058194,1.0,0.0006286502,0.0009546876,3.0
1.507986,1.0,0.0006303191,0.00097465515,3.0
1.5101525,1.0,0.00063174963,0.0009947419,3.0
1.5123188,1.0,0.00063353777,0.0010151267,3.0
1.5144854,1.0,0.00063461065,0.0010356903,3.0
1.5166519,1.0,0.00063580275,0.0010563731,3.0
1.5188184,1.0,0.00063735247,0.001077354,3.0
1.5209848,1.0,0.0006380677,0.0010983944,3.0
1.5231513,1.0,0.0006390214,0.0011199117,3.0
1.5253178,1.0,0.00063973665,0.0011410713,3.0
1.5274842,1.0,0.0006403327,0.0011627078,3.0
1.5296507,1.0,0.0006406903,0.0011843443,3.0
1.5318172,1.0,0.00064092875,0.0012062788,3.0
1.5339836,1.0,0.0006414056,0.0012283921,3.0
1.5361501,1.0,0.00064116716,0.0012506247,3.0
1.5383166,1.0,0.00064116716,0.0012730956,3.0
1.540483,1.0,0.00064080954,0.001295805,3.0
1.5426495,1.0,0.0006404519,0.0013182759,3.0
1.544816,1.0,0.0006399751,0.0013412237,3.0
1.5469824,1.0,0.000639379,0.0013644099,3.0
1.5491489,1.0,0.00063854456,0.0013877153,3.0
1.5513154,1.0,0.0006374717,0.0014109015,3.0
1.5534818,1.0,0.0006363988,0.0014343858,3.0
1.5556483,1.0,0.0006350875,0.001458168,3.0
1.5578148,1.0,0.0006337762,0.0014821887,3.0
1.5599813,1.0,0.00063222647,0.0015060902,3.0
1.5621477,1.0,0.00063055754,0.0015303493,3.0
1.5643142,1.0,0.0006287694,0.0015545487,3.0
1.5664808,1.0,0.0006265044,0.0015791655,3.0
1.5686471,1.0,0.00062435865,0.0016037822,3.0
1.5708137,1.0,0.0006221533,0.0016283393,3.0
1.5729802,1.0,0.0006196499,0.001653552,3.0
1.5751466,1.0,0.00061678886,0.0016786456,3.0
1.5773131,1.0,0.00061392784,0.0017037988,3.0
1.5794796,1.0,0.0006110668,0.0017293692,3.0
1.581646,1.0,0.00060784817,0.0017547607,3.0
