k_min_1,a_t,euler_AIO,euler_linear,rep
0.99236554,1.0,0.0021573305,0.0043689013,9.0
0.994532,1.0,0.0021125674,0.004301071,9.0
0.9966985,1.0,0.0020680428,0.0042341948,9.0
0.99886495,1.0,0.0020243526,0.004167974,9.0
1.0010314,1.0,0.0019811392,0.0041024685,9.0
1.0031979,1.0,0.0019384027,0.00403744,9.0
1.0053644,1.0,0.001896143,0.003973007,9.0
1.0075308,1.0,0.0018547773,0.0039096475,9.0
1.0096973,1.0,0.0018137097,0.003846705,9.0
1.0118638,1.0,0.0017732978,0.0037843585,9.0
1.0140302,1.0,0.0017333031,0.0037227273,9.0
1.0161967,1.0,0.0016937256,0.0036617517,9.0
1.0183632,1.0,0.0016551018,0.0036014318,9.0
1.0205296,1.0,0.0016169548,0.0035416484,9.0
1.0226961,1.0,0.0015790462,0.0034825802,9.0
1.0248626,1.0,0.001541853,0.0034242272,9.0
1.027029,1.0,0.0015051365,0.0033662915,9.0
1.0291955,1.0,0.0014688969,0.0033091307,9.0
1.031362,1.0,0.0014333129,0.0032525063,9.0
1.0335286,1.0,0.0013982654,0.0031967163,9.0
1.035695,1.0,0.0013634562,0.003141284,9.0
1.0378615,1.0,0.0013293028,0.003086567,9.0
1.040028,1.0,0.0012956858,0.0030323863,9.0
1.0421944,1.0,0.001262486,0.0029787421,9.0
1.0443609,1.0,0.001230061,0.002925992,9.0
1.0465274,1.0,0.0011980534,0.0028735995,9.0
1.0486938,1.0,0.0011664033,0.002821803,9.0
1.0508603,1.0,0.0011352301,0.002770722,9.0
1.0530268,1.0,0.0011045933,0.0027199984,9.0
1.0551932,1.0,0.0010746121,0.0026700497,9.0
1.0573597,1.0,0.0010448694,0.002620697,9.0
1.0595262,1.0,0.0010157228,0.0025718808,9.0
1.0616927,1.0,0.0009870529,0.0025234818,9.0
1.0638591,1.0,0.00095897913,0.0024757981,9.0
1.0660256,1.0,0.00093120337,0.0024287105,9.0
1.0681921,1.0,0.00090384483,0.0023820996,9.0
1.0703585,1.0,0.00087708235,0.002335906,9.0
1.072525,1.0,0.0008507967,0.0022904873,9.0
1.0746915,1.0,0.0008248687,0.002245605,9.0
1.0768579,1.0,0.0007993579,0.00220114,9.0
1.0790244,1.0,0.00077438354,0.0021573305,9.0
1.081191,1.0,0.00074988604,0.002113998,9.0
1.0833573,1.0,0.00072568655,0.0020711422,9.0
1.0855238,1.0,0.0007021427,0.0020288825,9.0
1.0876904,1.0,0.0006790161,0.0019872189,9.0
1.0898567,1.0,0.00065642595,0.0019459724,9.0
1.0920233,1.0,0.0006338954,0.0019052625,9.0
1.0941898,1.0,0.0006117821,0.0018651485,9.0
1.0963562,1.0,0.0005904436,0.0018254519,9.0
1.0985227,1.0,0.0005695224,0.0017864704,9.0
1.1006892,1.0,0.00054877996,0.001747787,9.0
1.1028557,1.0,0.0005286336,0.00170964,9.0
1.1050221,1.0,0.00050878525,0.0016719699,9.0
1.1071886,1.0,0.0004892349,0.0016348958,9.0
1.1093551,1.0,0.00047016144,0.0015981793,9.0
1.1115215,1.0,0.0004516244,0.0015622973,9.0
1.113688,1.0,0.00043314695,0.0015266538,9.0
1.1158545,1.0,0.00041550398,0.0014912486,9.0
1.1180209,1.0,0.0003979802,0.0014568567,9.0
1.1201874,1.0,0.00038087368,0.0014226437,9.0
1.1223539,1.0,0.0003643036,0.0013889074,9.0
1.1245203,1.0,0.00034809113,0.0013557076,9.0
1.1266868,1.0,0.00033175945,0.0013230443,9.0
1.1288533,1.0,0.00031638145,0.001290679,9.0
1.1310198,1.0,0.00030112267,0.0012589097,9.0
1.1331862,1.0,0.00028651953,0.0012275577,9.0
1.1353527,1.0,0.00027185678,0.001196742,9.0
1.1375192,1.0,0.00025767088,0.0011662841,9.0
1.1396856,1.0,0.00024408102,0.0011364222,9.0
1.1418521,1.0,0.00023084879,0.0011069179,9.0
1.1440187,1.0,0.00021749735,0.0010778904,9.0
1.146185,1.0,0.00020474195,0.0010492802,9.0
1.1483516,1.0,0.00019234419,0.0010210276,9.0
1.1505181,1.0,0.00018030405,0.0009934306,9.0
1.1526845,1.0,0.00016868114,0.0009661913,9.0
1.154851,1.0,0.00015747547,0.0009394288,9.0
1.1570175,1.0,0.0001462698,0.00091326237,9.0
1.1591839,1.0,0.00013530254,0.0008870959,9.0
1.1613504,1.0,0.00012481213,0.00086164474,9.0
1.1635169,1.0,0.000114917755,0.0008366108,9.0
1.1656833,1.0,0.000105023384,0.00081187487,9.0
1.1678498,1.0,9.560585e-05,0.0007878542,9.0
1.1700163,1.0,8.606911e-05,0.0007637739,9.0
1.1721828,1.0,7.724762e-05,0.0007404685,9.0
1.1743492,1.0,6.854534e-05,0.0007175803,9.0
1.1765157,1.0,6.03199e-05,0.00069499016,9.0
1.1786822,1.0,5.2452087e-05,0.00067281723,9.0
1.1808486,1.0,4.4703484e-05,0.00065129995,9.0
1.1830151,1.0,3.71933e-05,0.0006298423,9.0
1.1851816,1.0,3.0040741e-05,0.00060892105,9.0
1.187348,1.0,2.2888184e-05,0.00058853626,9.0
1.1895145,1.0,1.6450882e-05,0.0005684495,9.0
1.191681,1.0,9.894371e-06,0.00054877996,9.0
1.1938474,1.0,3.8146973e-06,0.00052934885,9.0
1.1960139,1.0,2.026558e-06,0.0005104542,9.0
1.1981804,1.0,7.748604e-06,0.00049197674,9.0
1.200347,1.0,1.3113022e-05,0.00047373772,9.0
1.2025133,1.0,1.8119812e-05,0.00045603514,9.0
1.2046798,1.0,2.336502e-05,0.00043863058,9.0
1.2068464,1.0,2.7656555e-05,0.00042158365,9.0
1.2090127,1.0,3.2305717e-05,0.00040513277,9.0
1.2111793,1.0,3.6239624e-05,0.0003888011,9.0
1.2133458,1.0,4.029274e-05,0.00037300587,9.0
1.2155122,1.0,4.374981e-05,0.00035762787,9.0
1.2176787,1.0,4.7326088e-05,0.0003424883,9.0
1.2198452,1.0,5.0663948e-05,0.00032782555,9.0
1.2220116,1.0,5.364418e-05,0.00031340122,9.0
1.2241781,1.0,5.6505203e-05,0.00029945374,9.0
1.2263446,1.0,5.9127808e-05,0.00028592348,9.0
1.228511,1.0,6.175041e-05,0.00027245283,9.0
1.2306775,1.0,6.377697e-05,0.00025969744,9.0
1.232844,1.0,6.568432e-05,0.00024718046,9.0
1.2350104,1.0,6.771088e-05,0.0002349019,9.0
1.2371769,1.0,6.9499016e-05,0.00022298098,9.0
1.2393434,1.0,7.081032e-05,0.00021153688,9.0
1.2415099,1.0,7.200241e-05,0.00020033121,9.0
1.2436763,1.0,7.3194504e-05,0.00018972158,9.0
1.2458428,1.0,7.402897e-05,0.00017923117,9.0
1.2480093,1.0,7.4863434e-05,0.00016927719,9.0
1.2501757,1.0,7.534027e-05,0.00015950203,9.0
1.2523422,1.0,7.557869e-05,0.0001500845,9.0
1.2545087,1.0,7.605553e-05,0.00014102459,9.0
1.2566751,1.0,7.593632e-05,0.00013232231,9.0
1.2588416,1.0,7.593632e-05,0.00012385845,9.0
1.2610081,1.0,7.56979e-05,0.00011575222,9.0
1.2631745,1.0,7.522106e-05,0.000108003616,9.0
1.265341,1.0,7.4744225e-05,0.00010049343,9.0
1.2675076,1.0,7.402897e-05,9.357929e-05,9.0
1.2696741,1.0,7.331371e-05,8.666515e-05,9.0
1.2718405,1.0,7.224083e-05,8.022785e-05,9.0
1.274007,1.0,7.1287155e-05,7.426739e-05,9.0
1.2761735,1.0,6.997585e-05,6.830692e-05,9.0
1.2783399,1.0,6.878376e-05,6.2823296e-05,9.0
1.2805064,1.0,6.699562e-05,5.7697296e-05,9.0
1.2826729,1.0,6.556511e-05,5.2928925e-05,9.0
1.2848393,1.0,6.377697e-05,4.839897e-05,9.0
1.2870058,1.0,6.186962e-05,4.4107437e-05,9.0
1.2891723,1.0,6.020069e-05,4.017353e-05,9.0
1.2913387,1.0,5.7935715e-05,3.671646e-05,9.0
1.2935052,1.0,5.567074e-05,3.33786e-05,9.0
1.2956717,1.0,5.3286552e-05,3.027916e-05,9.0
1.2978381,1.0,5.0783157e-05,2.7537346e-05,9.0
1.3000046,1.0,4.851818e-05,2.5391579e-05,9.0
1.3021711,1.0,4.6014786e-05,2.3126602e-05,9.0
1.3043375,1.0,4.339218e-05,2.1338463e-05,9.0
1.306504,1.0,4.0650368e-05,1.9907951e-05,9.0
1.3086705,1.0,3.7789345e-05,1.8715858e-05,9.0
1.310837,1.0,3.4928322e-05,1.7642975e-05,9.0
1.3130034,1.0,3.182888e-05,1.7046928e-05,9.0
1.3151699,1.0,2.8729439e-05,1.680851e-05,9.0
1.3173364,1.0,2.5510788e-05,1.680851e-05,9.0
1.3195028,1.0,2.2292137e-05,1.692772e-05,9.0
1.3216693,1.0,1.9073486e-05,1.7404556e-05,9.0
1.3238358,1.0,1.5735626e-05,1.835823e-05,9.0
1.3260022,1.0,1.2040138e-05,1.9431114e-05,9.0
1.3281687,1.0,8.702278e-06,2.0623207e-05,9.0
1.3303353,1.0,5.2452087e-06,2.2411346e-05,9.0
1.3325016,1.0,1.4305115e-06,2.4318695e-05,9.0
1.3346682,1.0,2.2649765e-06,2.6464462e-05,9.0
1.3368347,1.0,5.841255e-06,2.8967857e-05,9.0
1.339001,1.0,9.536743e-06,3.159046e-05,9.0
1.3411676,1.0,1.3232231e-05,3.4689903e-05,9.0
1.3433341,1.0,1.7166138e-05,3.8027763e-05,9.0
1.3455005,1.0,2.1100044e-05,4.1604042e-05,9.0
1.347667,1.0,2.4795532e-05,4.541874e-05,9.0
1.3498335,1.0,2.8729439e-05,4.9471855e-05,9.0
1.352,1.0,3.3020973e-05,5.376339e-05,9.0
1.3541664,1.0,3.695488e-05,5.8293343e-05,9.0
1.3563329,1.0,4.1127205e-05,6.330013e-05,9.0
1.3584994,1.0,4.4941902e-05,6.842613e-05,9.0
1.3606658,1.0,4.8995018e-05,7.390976e-05,9.0
1.3628323,1.0,5.3167343e-05,7.939339e-05,9.0
1.3649988,1.0,5.710125e-05,8.535385e-05,9.0
1.3671652,1.0,6.16312e-05,9.1433525e-05,9.0
1.3693317,1.0,6.568432e-05,9.775162e-05,9.0
1.3714982,1.0,6.9618225e-05,0.00010454655,9.0
1.3736646,1.0,7.390976e-05,0.000111460686,9.0
1.3758311,1.0,7.7843666e-05,0.00011861324,9.0
1.3779976,1.0,8.225441e-05,0.00012588501,9.0
1.3801641,1.0,8.6307526e-05,0.0001335144,9.0
1.3823305,1.0,9.059906e-05,0.00014150143,9.0
1.384497,1.0,9.4771385e-05,0.00014948845,9.0
1.3866636,1.0,9.88245e-05,0.00015795231,9.0
1.38883,1.0,0.00010287762,0.00016653538,9.0
1.3909965,1.0,0.00010704994,0.00017541647,9.0
1.393163,1.0,0.00011134148,0.00018447638,9.0
1.3953294,1.0,0.000115156174,0.00019389391,9.0
1.3974959,1.0,0.00011956692,0.00020331144,9.0
1.3996624,1.0,0.00012338161,0.0002130866,9.0
1.4018288,1.0,0.00012755394,0.0002232194,9.0
1.4039953,1.0,0.00013148785,0.0002334714,9.0
1.4061618,1.0,0.00013566017,0.00024396181,9.0
1.4083282,1.0,0.00013923645,0.00025469065,9.0
1.4104947,1.0,0.00014340878,0.0002655387,9.0
1.4126612,1.0,0.00014722347,0.00027686357,9.0
1.4148276,1.0,0.00015127659,0.00028818846,9.0
1.4169941,1.0,0.00015485287,0.00029981136,9.0
1.4191606,1.0,0.00015854836,0.00031161308,9.0
1.4213271,1.0,0.00016248226,0.00032365322,9.0
1.4234935,1.0,0.00016605854,0.00033593178,9.0
1.42566,1.0,0.00016963482,0.00034856796,9.0
1.4278265,1.0,0.0001731515,0.00036108494,9.0
1.4299929,1.0,0.00017684698,0.00037419796,9.0
1.4321594,1.0,0.00018018484,0.00038725138,9.0
1.4343259,1.0,0.00018364191,0.0004004836,9.0
1.4364923,1.0,0.00018709898,0.0004143119,9.0
1.4386588,1.0,0.00019043684,0.00042802095,9.0
1.4408253,1.0,0.00019365549,0.00044208765,9.0
1.4429917,1.0,0.00019711256,0.00045615435,9.0
1.4451582,1.0,0.00020009279,0.00047063828,9.0
1.4473248,1.0,0.00020295382,0.00048530102,9.0
1.4494913,1.0,0.00020617247,0.0005002022,9.0
1.4516577,1.0,0.0002091527,0.00051522255,9.0
1.4538242,1.0,0.00021189451,0.0005303025,9.0
1.4559907,1.0,0.00021487474,0.00054579973,9.0
1.4581571,1.0,0.00021737814,0.00056153536,9.0
1.4603236,1.0,0.00022011995,0.0005772114,9.0
1.4624901,1.0,0.00022298098,0.00059342384,9.0
1.4646565,1.0,0.00022524595,0.0006095171,9.0
1.466823,1.0,0.00022774935,0.0006260276,9.0
1.4689895,1.0,0.00023001432,0.0006427169,9.0
1.4711559,1.0,0.00023204088,0.0006595254,9.0
1.4733224,1.0,0.00023454428,0.0006765127,9.0
1.4754889,1.0,0.00023657084,0.00069379807,9.0
1.4776553,1.0,0.00023823977,0.0007112026,9.0
1.4798218,1.0,0.00024026632,0.0007289052,9.0
1.4819883,1.0,0.00024217367,0.0007465482,9.0
1.4841547,1.0,0.00024360418,0.0007644892,9.0
1.4863212,1.0,0.00024563074,0.0007827282,9.0
1.4884877,1.0,0.00024694204,0.00080114603,9.0
1.4906542,1.0,0.00024849176,0.0008197427,9.0
1.4928206,1.0,0.00024980307,0.0008382797,9.0
1.4949871,1.0,0.00025087595,0.0008573532,9.0
1.4971536,1.0,0.00025206804,0.0008764863,9.0
1.49932,1.0,0.00025326014,0.0008957982,9.0
1.5014865,1.0,0.0002542138,0.0009151697,9.0
1.503653,1.0,0.00025492907,0.00093477964,9.0
1.5058194,1.0,0.00025564432,0.0009546876,9.0
1.507986,1.0,0.00025624037,0.00097465515,9.0
1.5101525,1.0,0.000256598,0.0009947419,9.0
1.5123188,1.0,0.0002567172,0.0010151267,9.0
